quote,image,industry,profile link
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f89c0f2bea0bbe373992b7f%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D820%26cropX2%3D1800%26cropY1%3D631%26cropY2%3D1612,"Investor Gong Hongjia's fortune mainly comes from his stake in Hangzhou Hikvision Digital Technologies, a supplier of surveillance products.",https://www.forbes.com/profile/gong-hongjia/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5a05f5144bbe6f37dda229ca%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D543%26cropX2%3D2975%26cropY1%3D49%26cropY2%3D2479,"Liu Yongxing chairs East Hope Group, whose business interests include heavy industry, agriculture and real estate.",https://www.forbes.com/profile/liu-yongxing/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e87b07fbf94c200067fcf57%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1002%26cropX2%3D4157%26cropY1%3D163%26cropY2%3D3318,"Alexey Mordashov is the majority shareholder in steel company Severstal, which he ran as CEO for 19 years before resigning in 2015. ",https://www.forbes.com/profile/alexey-mordashov/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6067c6e88455ddb327d4c89c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D194%26cropX2%3D1598%26cropY1%3D124%26cropY2%3D1529,"Wang Jianlin chairs Dalian Wanda Group, which has investments in real estate, finance and movie theaters.",https://www.forbes.com/profile/wang-jianlin/?list=billionaires
"If you truly listen to what people are saying, you'll find out what's on their mind that they want to be comfortable with. And then you'll be more effective in addressing their concerns.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fed18bc09e156f93af21f12d3b3bc2ff2%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D110%26cropX2%3D646%26cropY1%3D168%26cropY2%3D705,"David Duffield cofounded not just one, but two successful enterprise software companies after age 40: PeopleSoft and Workday.",https://www.forbes.com/profile/david-duffield/?list=billionaires
"If you truly listen to what people are saying, you'll find out what's on their mind that they want to be comfortable with. And then you'll be more effective in addressing their concerns.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fed18bc09e156f93af21f12d3b3bc2ff2%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D110%26cropX2%3D646%26cropY1%3D168%26cropY2%3D705,"David Duffield cofounded not just one, but two successful enterprise software companies after age 40: PeopleSoft and Workday.",https://www.forbes.com/profile/david-duffield/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e73f6c110380d0006bda92b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1039%26cropX2%3D3678%26cropY1%3D6%26cropY2%3D2644,"Triguboff is one of Australia's richest people. Born in China to Russian parents, he came to Australia as a teenager.",https://www.forbes.com/profile/harry-triguboff/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5bcf8eec31358e5b4334465b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D249%26cropX2%3D943%26cropY1%3D98%26cropY2%3D793,"Zhang Zhidong is also known as Tony Zhang. 
",https://www.forbes.com/profile/zhang-zhidong/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2Fc0e911b1254c2a8ff552dcb819a51b50%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D29%26cropX2%3D731%26cropY1%3D61%26cropY2%3D764,"Chen Bang chairs Aier Eye Hospital Group, China's largest ophthalmology chain.",https://www.forbes.com/profile/chen-bang/?list=billionaires
The two things you really look for in a company are a powerful team and a large market.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c9d17e74bbe6f277fd241e6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D151%26cropX2%3D1830%26cropY1%3D6%26cropY2%3D1685,"Investor John Doerr is chairman of venture capital firm Kleiner Perkins, formerly called Kleiner Perkins Caufield &amp; Byers.",https://www.forbes.com/profile/john-doerr/?list=billionaires
The two things you really look for in a company are a powerful team and a large market.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c9d17e74bbe6f277fd241e6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D151%26cropX2%3D1830%26cropY1%3D6%26cropY2%3D1685,"Investor John Doerr is chairman of venture capital firm Kleiner Perkins, formerly called Kleiner Perkins Caufield &amp; Byers.",https://www.forbes.com/profile/john-doerr/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F603522f7a9db4e55a215df75%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D144%26cropX2%3D656%26cropY1%3D1%26cropY2%3D513,"Kwong Siu-hing is the widow of Sun Hung Kai Properties co-founder Kwok Tak-seng, who died in 1990.",https://www.forbes.com/profile/kwong-siu-hing/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F603522f7a9db4e55a215df75%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D144%26cropX2%3D656%26cropY1%3D1%26cropY2%3D513,"Kwong Siu-hing is the widow of Sun Hung Kai Properties co-founder Kwok Tak-seng, who died in 1990.",https://www.forbes.com/profile/kwong-siu-hing/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e76f7eed8e1ae0007b727e6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D704%26cropX2%3D1950%26cropY1%3D125%26cropY2%3D1371,"Ricardo Salinas Pliego runs the number two Mexican TV broadcaster, TV Azteca, and retailer Grupo Elektra.",https://www.forbes.com/profile/ricardo-salinas-pliego/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e74463d2a573300068fcd8d%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D411%26cropX2%3D2016%26cropY1%3D97%26cropY2%3D1702,"Jim Pattison oversees a sprawling group that operates 25 divisions including packaging, food and entertainment.",https://www.forbes.com/profile/jim-pattison/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a66976de3150009a4f8e6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1827%26cropX2%3D4378%26cropY1%3D8%26cropY2%3D2557,Charles Schwab is chairman and founder of the brokerage firm that bears his name.,https://www.forbes.com/profile/charles-schwab/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F611527c653b47989bac8d588%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D3937%26cropY1%3D176%26cropY2%3D4115,"Goh Cheng Liang gets the bulk of his wealth from a majority stake in Japan's Nippon Paint Holdings, the world's fourth-largest paint manufacturer.",https://www.forbes.com/profile/goh-cheng-liang/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6050f48ca1ab099ed6e290cc%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D800%26cropY1%3D0%26cropY2%3D800,"Lin Jianhua chairs Hangzhou First PV Material, a supplier of acetate film to the solar power industry.
",https://www.forbes.com/profile/lin-jianhua/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F60d9ed504bb9397d72570f0a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D600%26cropY1%3D0%26cropY2%3D600,"Son of a Bangkok street vendor, Charoen Sirivadhanabhakdi controls Thai Beverage, Thailand's largest brewer, known for its Chang beer.",https://www.forbes.com/profile/charoen-sirivadhanabhakdi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F60649a21472ae5b09dad20b1%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D3%26cropX2%3D819%26cropY1%3D0%26cropY2%3D816,"Yass is a cofounder of Susquehanna International Group, one of Wall Street's largest and most successful trading firms. ",https://www.forbes.com/profile/jeff-yass/?list=billionaires
I've been doing this for 50 years. If I stopped I would probably drop dead.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7587f4d8e1ae0007b7161f%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D169%26cropX2%3D817%26cropY1%3D7%26cropY2%3D655,"Fredriksen's empire includes oil tankers, dry bulkers, LNG carriers and deepwater drilling rigs. ",https://www.forbes.com/profile/john-fredriksen/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6a78176d9c8ceafa3994533f92281f82%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D61%26cropX2%3D553%26cropY1%3D4%26cropY2%3D496,"Andreas Struengmann and twin brother Thomas were early backers of BioNTech, which partnered with Pfizer to make a vaccine for Covid-19.",https://www.forbes.com/profile/andreas-struengmann/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5a7e557831358e4955ad137a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D2573%26cropY1%3D5%26cropY2%3D2580,"Thomas Struengmann and twin brother Andreas were early backers of German firm BioNTech, which partnered with Pfizer to make a vaccine for Covid-19.",https://www.forbes.com/profile/thomas-struengmann/?list=billionaires
"I do not make political statements, I am a businessman with responsibilities to my many thousands of employees in Russia and Ukraine. I am convinced however that war can never be the answer. This crisis will cost lives and damage two nations.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F622a4eacebc226db357a752a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D228%26cropX2%3D1253%26cropY1%3D0%26cropY2%3D1025,"Mikhail Fridman, cofounder of Alfa Bank, Russia's largest non-state bank, was hit with sanctions after Russia invaded Ukraine. ",https://www.forbes.com/profile/mikhail-fridman/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5cd1a6fb573d4d0008f30d8e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D308%26cropX2%3D1776%26cropY1%3D0%26cropY2%3D1467,"Sarath Ratanavadi is the CEO of Gulf Energy Development, one of Thailand's largest power producers.",https://www.forbes.com/profile/sarath-ratanavadi/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c70f2834bbe6f79c547439c%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D86%26cropX2%3D2585%26cropY1%3D350%26cropY2%3D2851,"Robert Kuok is the richest man in Malaysia. He owns Kuok group, which has interests in hotels, real estate and commodities.",https://www.forbes.com/profile/robert-kuok/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7550d42a573300068feb7b%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D745%26cropX2%3D2367%26cropY1%3D15%26cropY2%3D1636,"Lei Jun is the cofounder and chairman of Xiaomi, one of the world's most popular smartphone brands.",https://www.forbes.com/profile/lei-jun/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Zhang Congyuan founded Huali Industrial, a shoe manufacturer, in 2004; the company now has factories in China, Vietnam and Dominica.",https://www.forbes.com/profile/zhang-congyuan/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F620d2822171566a26114ade6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1337%26cropX2%3D4000%26cropY1%3D6%26cropY2%3D2668,"Lui Che Woo chairs Macau casino operator Galaxy Entertainment Group and property developer K. Wah International Holdings, both listed in Hong Kong. ",https://www.forbes.com/profile/lui-che-woo/?list=billionaires
"We had a saying that you would do everything by hand until it was painful. So Joe and I would photograph homes until it was painful, then we get other photographers. Then we'd manage them with spreadsheets until it was painful. Then we got an intern.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8ac4ab22254b0008e16383%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D719%26cropX2%3D3126%26cropY1%3D857%26cropY2%3D3266,Brian Chesky cofounded peer-to-peer room and home rental company Airbnb with Nathan Blecharczyk and Joe Gebbia in 2008; Chesky is CEO.,https://www.forbes.com/profile/brian-chesky/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a74d16de3150009a4fafc%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D770%26cropY1%3D122%26cropY2%3D892,"Israel Englander founded Millennium Management in 1989 with $35 million. Now, the hedge fund firm manages nearly $53 billion.",https://www.forbes.com/profile/israel-englander/?list=billionaires
Success is very much the intersection of good luck and hard work. ,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F618e7aa763edefacc10f9cff%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D1454%26cropY1%3D75%26cropY2%3D1530,Dustin Moskovitz helped launch Facebook in 2004 with then-roommate Mark Zuckerberg from their Harvard dorm. ,https://www.forbes.com/profile/dustin-moskovitz/?list=billionaires
"I am proud that I know Putin, and the fact that everybody does not like him is not Putin's problem. I don't think the world loved Truman after Nagasaki.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F607a044ee9910fe868a69505%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D183%26cropX2%3D812%26cropY1%3D23%26cropY2%3D651,"An early Facebook investor and metals magnate, Alisher Usmanov was hit with U.S., U.K. and EU sanctions in the wake of Russia's invasion of Ukraine. ",https://www.forbes.com/profile/alisher-usmanov/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8ae32622254b0008e1654d%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D411%26cropX2%3D2457%26cropY1%3D549%26cropY2%3D2596,"Jay Chaudhry is CEO of Zscaler, a cybersecurity firm he founded in 2008. It went public in March 2018.",https://www.forbes.com/profile/jay-chaudhry/?list=billionaires
My policy in America is 'steady growth is forever.' We think sustainability is a wave that's not going away anytime soon. ,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e73f2db07adf00006db9b37%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1589%26cropX2%3D3212%26cropY1%3D46%26cropY2%3D1668,"Pratt is the executive chairman of Australia's biggest private company, Visy Asia-Pacific, a packaging and recycling business.",https://www.forbes.com/profile/anthony-pratt/?list=billionaires
I got to learn how to manage and accepted the status of being rich before I got rich.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e75028b10380d0006bdc142%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D834%26cropX2%3D2330%26cropY1%3D160%26cropY2%3D1656,"Colin Huang, who also goes by Huang Zheng, is the former chairman of online discounter Pinduoduo, one of China's largest e-commerce sites.",https://www.forbes.com/profile/colin-zheng-huang/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fi.forbesimg.com%2Fmedia%2Flists%2Fpeople%2Fno-pic_416x416.jpg,"Jin Baofang is chairman and CEO of JA Solar, a supplier of solar power products.",https://www.forbes.com/profile/jin-baofang/?list=billionaires
"When you create wealth in a short time, you think about philanthropy as you think about a business.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f11f5931c59f70008546278%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D317%26cropX2%3D854%26cropY1%3D226%26cropY2%3D763,Pierre Omidyar founded online auction firm eBay in 1995 and now serves on the company's board.,https://www.forbes.com/profile/pierre-omidyar/?list=billionaires
You have to pay for everything in your life. Even for your friendship with the president.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F622b778d7c4aefebd5cbea11%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D2317%26cropY1%3D426%26cropY2%3D2744,"Gennady Timchenko has stakes in various Russian businesses, including gas company Novatek and petrochemical producer Sibur Holding.",https://www.forbes.com/profile/gennady-timchenko/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F25d1399bdf56ecfab4f15f040e20fbe0%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D13%26cropX2%3D744%26cropY1%3D53%26cropY2%3D785,"Carl Cook took over as CEO of his parents' medical device manufacturer, Cook Group, when his father Bill died in 2011.",https://www.forbes.com/profile/carl-cook/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c7eb6524bbe6f42abffe4ca%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D665%26cropX2%3D2917%26cropY1%3D100%26cropY2%3D2353,Industrialist Andrey Melnichenko founded fertilizer producer Eurochem and coal energy company SUEK. ,https://www.forbes.com/profile/andrey-melnichenko/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5dc07c6f5e338c00066231ff%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1680%26cropX2%3D3080%26cropY1%3D97%26cropY2%3D1497,"Wang Xing is founder and CEO of Meituan, a group created through a 2015 merger of Groupon-like group buying site Meituan and Yelp-like Dianping.com. ",https://www.forbes.com/profile/xing-wang/?list=billionaires
"When you see what can be done, the possibilities, you want to be involved in something. You want to own it.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5efa16915f1126000639e990%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D522%26cropX2%3D4000%26cropY1%3D840%26cropY2%3D4320,"Over five decades, Philip Anschutz has built fortunes in oil, railroads, telecom, real estate and entertainment.",https://www.forbes.com/profile/philip-anschutz/?list=billionaires
"I feel like I've been very fortunate in investing, but I still have the brain of a scrounger in terms of spending money.",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5a676a6331358e4955ab6cf1%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D67%26cropX2%3D347%26cropY1%3D0%26cropY2%3D280,"""Professor Billionaire"" David Cheriton, who is professor emeritus at Stanford University, made his fortune thanks to an early investment in Google.",https://www.forbes.com/profile/david-cheriton/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e7611f4c7b02d000666c645%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D1001%26cropX2%3D5424%26cropY1%3D18%26cropY2%3D4445,"Alexander Otto owns a stake in Otto Group and is majority shareholder and CEO of ECE Group, a commercial real estate firm focused on shopping centers.",https://www.forbes.com/profile/alexander-otto/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a70b418444200084e68a3%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D317%26cropX2%3D2093%26cropY1%3D644%26cropY2%3D2421,"Diane Hendricks chairs ABC Supply, one of the largest wholesale distributors of roofing, siding and windows in America.",https://www.forbes.com/profile/diane-hendricks/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a620422254b0008e15a49%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D401%26cropX2%3D2960%26cropY1%3D0%26cropY2%3D2557,Stan Kroenke is a real estate and sports mogul with an international portfolio.,https://www.forbes.com/profile/stanley-kroenke/?list=billionaires
"""The Dallas Cowboys fans are the greatest fans on Earth. But I love Jag fans, I love Eagle fans, I love Redskin fans, Massillon High School fans, Canton McKinley fans...you're here tonight because you love the game, I am here because I love it too.""",https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5d8a639e6de3150009a4f883%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D943%26cropX2%3D2577%26cropY1%3D0%26cropY2%3D1633,"The former co-captain of University of Arkansas 1964 national championship team, Dallas Cowboys owner Jerry Jones has long had football in his blood. ",https://www.forbes.com/profile/jerry-jones/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F9bbc3bf3ec43d1372354224b2f0c3ae6%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D2%26cropX2%3D744%26cropY1%3D44%26cropY2%3D787,"Quek Leng Chan is the executive chairman of privately held Hong Leong Co. (Malaysia), which has interests in finance, food and property.",https://www.forbes.com/profile/quek-leng-chan/?list=billionaires
Entrepreneurship is really about passion. It really is not a job; it becomes your life.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F61114d7c57eb065321419c4e%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D2236%26cropY1%3D0%26cropY2%3D2235,Eduardo Saverin cofounded Facebook with Harvard classmate Mark Zuckerberg in 2004.,https://www.forbes.com/profile/eduardo-saverin/?list=billionaires
I have devoted my whole life to work. I have no friends and acquaintances outside my business world.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F62291dbe5c22ffeaf37a7528%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D232%26cropX2%3D1762%26cropY1%3D83%26cropY2%3D1614,"A former Caspian Sea oil rig worker, Vagit Alekperov became a deputy minister overseeing the oil industry in the Soviet Union. ",https://www.forbes.com/profile/vagit-alekperov/?list=billionaires
I have devoted my whole life to work. I have no friends and acquaintances outside my business world.,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F62291dbe5c22ffeaf37a7528%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D232%26cropX2%3D1762%26cropY1%3D83%26cropY2%3D1614,"A former Caspian Sea oil rig worker, Vagit Alekperov became a deputy minister overseeing the oil industry in the Soviet Union. ",https://www.forbes.com/profile/vagit-alekperov/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5e76cd8010380d0006fbb808%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D25%26cropX2%3D1096%26cropY1%3D93%26cropY2%3D1164,"Idan Ofer is one of two sons of shipping magnate Sammy Ofer, who died in 2011 and was once Israel's richest man. ",https://www.forbes.com/profile/idan-ofer/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F58a289fba7ea431f32197661%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D203%26cropY2%3D947,Melker Schörling laid the foundation for his wealth when he accepted the CEO role of troubled security-giant Securitas in 1987.,https://www.forbes.com/profile/melker-schorling/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F58a289fba7ea431f32197661%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D744%26cropY1%3D203%26cropY2%3D947,Melker Schörling laid the foundation for his wealth when he accepted the CEO role of troubled security-giant Securitas in 1987.,https://www.forbes.com/profile/melker-schorling/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F603e8f5d4a2df75cef4fb25a%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D0%26cropX2%3D800%26cropY1%3D0%26cropY2%3D800,"Li Shuirong chairs Zhejiang Rongsheng Holding Group, a producer of petrochemicals through its listed Rongsheng Petrochemical.",https://www.forbes.com/profile/shuirong-li/?list=billionaires
,https://thumbor.forbes.com/thumbor/200x200/smart/filters:format(jpeg)/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5c70cd5c31358e35dd26ecf4%2F416x416.jpg%3Fbackground%3D000000%26cropX1%3D305%26cropX2%3D3948%26cropY1%3D8%26cropY2%3D3648,"Stefano Pessina heads the world's largest drugstore chain, Walgreens Boots Alliance.",https://www.forbes.com/profile/stefano-pessina/?list=billionaires
